selection,model,model_family,prototype_source,n_prototypes,weighted_similarity,learn_distance_feature_weights,risk_measure,n_runs,gains_mean_avg,gains_mean_std,gains_p05_avg,gains_cvar05_avg,shortfall_prob_avg,delta_abs_max_avg,action_abs_mean_avg,pct_at_any_position_bound_avg,pct_at_upper_position_bound_avg,pct_at_lower_position_bound_avg,pct_paths_touch_any_position_bound_avg,selected_epoch_avg,selected_score_avg,selected_val_pct_at_any_position_bound_avg,selected_val_pct_paths_touch_any_position_bound_avg,selected_band_avg,passes_bound_occupancy_screen,passes_path_touch_screen,passes_robust_screen,gains_mean_avg_minus_unhedged,gains_mean_avg_minus_spot_delta,gains_mean_avg_minus_spot_delta_band,gains_mean_avg_minus_vanilla,gains_cvar05_avg_minus_unhedged,gains_cvar05_avg_minus_spot_delta,gains_cvar05_avg_minus_spot_delta_band,gains_cvar05_avg_minus_vanilla,shortfall_prob_avg_minus_unhedged,shortfall_prob_avg_minus_spot_delta,shortfall_prob_avg_minus_spot_delta_band,shortfall_prob_avg_minus_vanilla,ticker,paper_label,output_dir
best_screened_proto_cvar05,proto_source=spot_delta_k=25_weighted=0_learnw=0,proto,spot_delta,25.0,False,False,cvar,3,-0.0286310681452353,0.0006055719182645,-0.0879481986165046,-0.1068647727370262,0.902423051735429,1.0,0.0273061779638131,0.0304354944335297,0.0302390307793058,0.0001964636542239,0.3215455140798952,30.666666666666668,0.0986811631039289,0.0007232084155161,0.0243261012491781,,True,True,True,0.0009298846125602,0.0006210673600435,0.0006215634445349,0.0001756213605403,0.0091281657417615,0.0059134811162948,0.0059582342704137,0.0035389165083567,-0.1899148657498363,-0.0406024885396202,-0.0419122462344466,0.0386378519973803,QQQ,ProtoHedge (Tail frontier),/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/QQQ_full_paper_grid_800_step_robust
best_screened_proto_shortfall,proto_source=spot_delta_k=50_weighted=0_learnw=0,proto,spot_delta,50.0,False,False,cvar,3,-0.0289100452015797,0.0007316397846556,-0.0876428917050361,-0.1087402130166689,0.890635232481991,0.8826087315877279,0.0257211371014515,0.0003929273084479,0.0,0.0003929273084479,0.0039292730844793,27.666666666666668,0.0988307967090264,0.0006738987508218,0.0059171597633136,,True,True,True,0.0006509075562159,0.0003420903036991,0.0003425863881905,-0.0001033556958039,0.0072527254621187,0.0040380408366521,0.0040827939907709,0.0016634762287139,-0.1781270464963982,-0.0288146692861821,-0.0301244269810085,0.0504256712508184,QQQ,ProtoHedge (Shortfall frontier),/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/QQQ_full_paper_grid_800_step_robust
best_screened_proto_mean,proto_source=spot_delta_k=25_weighted=0_learnw=0,proto,spot_delta,25.0,False,False,cvar,3,-0.0216196663677692,0.0007009694890137,-0.0646470233798027,-0.0839708894491195,0.8899803536345776,0.9085225860277812,0.0233427124718825,0.0001473477406679,9.823182711198428e-05,4.911591355599214e-05,0.0026195153896529,93.0,0.0761061217990948,0.0001479289940828,0.0019723865877712,,True,True,True,0.000545114899675,0.0003870632499456,0.000407887622714,6.0891732573509216e-05,0.0067509561777114,0.0062363147735595,0.0061480502287546,0.0019306764006614,-0.1820563195808775,-0.0320890635232481,-0.0320890635232481,0.0379829731499672,SPY,ProtoHedge (Mean frontier),/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/SPY_full_paper_grid_800_step_robust
best_screened_proto_cvar05,proto_source=spot_delta_k=25_weighted=0_learnw=0,proto,spot_delta,25.0,False,False,cvar,3,-0.0216196663677692,0.0007009694890137,-0.0646470233798027,-0.0839708894491195,0.8899803536345776,0.9085225860277812,0.0233427124718825,0.0001473477406679,9.823182711198428e-05,4.911591355599214e-05,0.0026195153896529,93.0,0.0761061217990948,0.0001479289940828,0.0019723865877712,,True,True,True,0.000545114899675,0.0003870632499456,0.000407887622714,6.0891732573509216e-05,0.0067509561777114,0.0062363147735595,0.0061480502287546,0.0019306764006614,-0.1820563195808775,-0.0320890635232481,-0.0320890635232481,0.0379829731499672,SPY,ProtoHedge (Tail frontier),/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/SPY_full_paper_grid_800_step_robust
best_screened_proto_shortfall,proto_source=spot_delta_k=10_weighted=1_learnw=0,proto,spot_delta,10.0,True,False,cvar,3,-0.0219043189038832,0.0008624928590284,-0.0655184278885523,-0.0870405187209447,0.8886705959397512,0.6683189074198405,0.0160039042433102,0.0127046496398166,0.0127046496398166,0.0,0.2691552062868369,78.33333333333333,0.076280046933567,4.930966469428008e-05,0.0019723865877712,,True,True,True,0.0002604623635609,0.0001024107138315,0.0001232350865999,-0.0002237608035405,0.0036813269058863,0.0031666855017344,0.0030784209569295,-0.0011389528711636,-0.1807465618860511,-0.0307793058284217,-0.0307793058284217,0.0392927308447936,SPY,ProtoHedge (Shortfall frontier),/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/SPY_full_paper_grid_800_step_robust
best_screened_proto_mean,proto_source=spot_delta_k=10_weighted=0_learnw=0,proto,spot_delta,10.0,False,False,cvar,3,-0.0133915779491265,0.0017995249820599,-0.0573434521754582,-0.0827194352944691,0.8271028037383177,1.0,0.0411350217958291,0.0015771028037383,0.0,0.0015771028037383,0.0241433021806853,468.6666666666667,0.0534574861892722,0.0019953051643192,0.0320813771517996,,True,True,True,0.0008015151446064,0.0011290994783242,0.0010265816623965,0.0009031910449266,0.0006828159093856,-0.000612661242485,-0.0003661662340164,-0.0007848044236501,-0.3247663551401868,-0.0521806853582553,-0.0490654205607477,0.1705607476635515,TLT,ProtoHedge (Mean frontier),/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/TLT_full_paper_grid_800_step_robust
best_screened_proto_cvar05,proto_source=vanilla_k=25_weighted=1_learnw=0,proto,vanilla,25.0,True,False,cvar,3,-0.0143963933611909,0.0016350000233544,-0.0583745217571655,-0.0811491807301839,0.9213395638629284,0.7730142076810201,0.0171724883839488,0.0835085669781931,0.0835085669781931,0.0,0.4711838006230529,15.0,0.0553772872022144,0.0004499217527386,0.0156494522691705,,True,True,True,-0.0002033002674579,0.0001242840662598,2.1766250332197132e-05,-0.0001016243671377,0.0022530704736709,0.0009575933218002,0.0012040883302688,0.0007854501406351,-0.4190031152647975,-0.146417445482866,-0.1433021806853583,0.0763239875389408,TLT,ProtoHedge (Tail frontier),/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/TLT_full_paper_grid_800_step_robust
best_screened_proto_shortfall,proto_source=vanilla_k=100_weighted=1_learnw=0,proto,vanilla,100.0,True,False,cvar,3,-0.0143737013762195,0.0016910692483143,-0.058031014042596,-0.0823167438308398,0.8115264797507789,0.6494760488470396,0.0115407205109174,0.0083333333333333,0.0083333333333333,0.0,0.1448598130841121,305.6666666666667,0.0552944867179522,0.0002347417840375,0.001564945226917,,True,True,True,-0.0001806082824865,0.0001469760512312,4.4458235303560314e-05,-7.893238216638565e-05,0.001085507373015,-0.0002099697788556,3.6525229612976995e-05,-0.0003821129600207,-0.309190031152648,-0.0366043613707165,-0.0334890965732088,0.1861370716510904,TLT,ProtoHedge (Shortfall frontier),/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/TLT_full_paper_grid_800_step_robust
best_screened_proto_mean,proto_source=vanilla_k=100_weighted=0_learnw=0,proto,vanilla,100.0,False,False,cvar,3,-0.0285047919799884,0.0015166420970129,-0.1130542904138565,-0.1695796797672907,0.9376299376299376,0.9895784457524618,0.0200058279248575,0.0003291753291753,0.0003291753291753,0.0,0.011088011088011,23.0,0.1175368996804787,3.472222222222222e-05,0.0006944444444444,,True,True,True,-2.8230249881744385e-05,0.0002272247026364,0.0001349790642658,5.5287654201190833e-05,0.0072052727142969,0.0059959987799326,0.0060588270425796,0.0009410132964452,-0.431046431046431,-0.1739431739431738,-0.1718641718641718,0.0623700623700623,XLE,ProtoHedge (Mean frontier),/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/XLE_full_paper_grid_800_step_robust
best_screened_proto_cvar05,proto_source=vanilla_k=10_weighted=0_learnw=0,proto,vanilla,10.0,False,False,cvar,3,-0.0287265386432409,0.0015818632993501,-0.1115003898739814,-0.168813814719518,0.9743589743589745,0.9923661549886068,0.0269210201998551,0.015072765072765,0.015072765072765,0.0,0.325017325017325,228.33333333333337,0.1175482011262534,0.0002951388888888,0.0118055555555555,,True,True,True,-0.0002499769131342,5.478039383888245e-06,-8.676759898662567e-05,-0.0001664590090513,0.0079711377620697,0.0067618638277053,0.0068246920903523,0.0017068783442179,-0.4677754677754678,-0.2106722106722106,-0.2085932085932086,0.0256410256410255,XLE,ProtoHedge (Tail frontier),/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/XLE_full_paper_grid_800_step_robust
best_screened_proto_shortfall,proto_source=spot_delta_k=50_weighted=1_learnw=0,proto,spot_delta,50.0,True,False,cvar,3,-0.0285644270479679,0.00154654541015,-0.1151921252409617,-0.1738135615984598,0.7338877338877339,0.6739599704742432,0.0156367175901929,0.0258316008316008,0.0258316008316008,0.0,0.2176022176022176,78.0,0.1163464082334604,0.0040277777777777,0.1208333333333333,,True,True,True,-8.786531786124027e-05,0.0001675896346569,7.534399628639221e-05,-4.347413778305054e-06,0.0029713908831278,0.0017621169487635,0.0018249452114105,-0.0032928685347239,-0.2273042273042272,0.0297990297990299,0.0318780318780319,0.2661122661122661,XLE,ProtoHedge (Shortfall frontier),/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/XLE_full_paper_grid_800_step_robust
best_screened_proto_mean,proto_source=spot_delta_k=25_weighted=0_learnw=0,proto,spot_delta,25.0,False,False,cvar,3,-0.0236720150957504,0.0013545035406056,-0.0768602006137371,-0.1043414523204167,0.9247076023391811,0.7536836564540863,0.017024746009459,0.0010599415204678,0.0010599415204678,0.0,0.0138888888888888,156.66666666666666,0.0893203877758545,0.0,0.0,,True,True,True,0.000258399794499,5.107372999191284e-06,-2.624591191609932e-05,0.0001327482362588,0.0029265557726224,0.0004804333051045,-5.85714975992746e-05,0.0004404708743095,-0.2945906432748537,-0.1089181286549707,-0.1118421052631578,0.0752923976608187,XLF,ProtoHedge (Mean frontier),/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/XLF_full_paper_grid_800_step_robust
best_screened_proto_cvar05,proto_source=spot_delta_k=10_weighted=1_learnw=0,proto,spot_delta,10.0,True,False,cvar,3,-0.0244469450165828,0.002219178483844,-0.0752894468605518,-0.1020800893505414,0.8976608187134504,1.0,0.0411642454564571,0.1361476608187134,0.1069627192982456,0.0291849415204678,0.6673976608187134,58.0,0.0905262005940167,0.0111233480176211,0.2334801762114537,,True,True,True,-0.0005165301263332,-0.0007698225478331,-0.0008011758327484,-0.0006421816845734,0.0051879187424977,0.0027417962749799,0.002202791472276,0.0027018338441848,-0.2675438596491228,-0.0818713450292398,-0.0847953216374269,0.1023391812865496,XLF,ProtoHedge (Tail frontier),/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/XLF_full_paper_grid_800_step_robust
best_screened_proto_shortfall,proto_source=spot_delta_k=10_weighted=0_learnw=0,proto,spot_delta,10.0,False,False,cvar,3,-0.0237462210158507,0.0009902554430374,-0.0761641698578993,-0.103728858133157,0.847953216374269,0.9121223290761312,0.0315252201010783,0.0053362573099415,0.0006213450292397,0.0047149122807017,0.0723684210526315,131.33333333333334,0.0899194707055049,0.0004038179148311,0.0058737151248164,,True,True,True,0.0001841938743988,-6.909854710102081e-05,-0.0001004518320163,5.854231615861141e-05,0.0035391499598821,0.0010930274923642,0.0005540226896603,0.0010530650615692,-0.2178362573099415,-0.0321637426900585,-0.0350877192982456,0.1520467836257309,XLF,ProtoHedge (Shortfall frontier),/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/XLF_full_paper_grid_800_step_robust
best_screened_proto_mean,proto_source=spot_delta_k=25_weighted=0_learnw=0,proto,spot_delta,25.0,False,False,cvar,3,-0.027727385982871,0.0008591608030599,-0.0850624510397513,-0.1072895055015881,0.883177570093458,1.0,0.0362176224589347,0.0061915887850467,0.0044003115264797,0.0017912772585669,0.0817757009345794,376.3333333333333,0.10394884667986,0.0019757433489827,0.0172143974960876,,True,True,True,0.0007360534121592,0.0005740150809288,0.0005643082161744,0.0003620243320862,0.0061913977066675,0.0019516324003537,0.0024246002237002,0.0020417720079421,-0.2227414330218069,-0.0420560747663552,-0.0459501557632399,0.1059190031152648,XLK,ProtoHedge (Mean frontier),/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/XLK_full_paper_grid_800_step_robust
best_screened_proto_cvar05,proto_source=spot_delta_k=100_weighted=0_learnw=0,proto,spot_delta,100.0,False,False,cvar,3,-0.0278825753678878,0.0002485322430642,-0.0860018270711104,-0.106429286301136,0.8621495327102804,0.9935431281725564,0.0342896257837613,0.011857476635514,0.0115264797507788,0.0003309968847352,0.0825545171339563,180.33333333333337,0.103735963975346,0.0016431924882629,0.0195618153364632,,True,True,True,0.0005808640271425,0.000418825695912,0.0004091188311576,0.0002068349470694,0.0070516169071197,0.0028118516008059,0.0032848194241523,0.0029019912083943,-0.2017133956386293,-0.0210280373831776,-0.0249221183800623,0.1269470404984424,XLK,ProtoHedge (Tail frontier),/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/XLK_full_paper_grid_800_step_robust
best_screened_proto_shortfall,proto_source=spot_delta_k=50_weighted=0_learnw=0,proto,spot_delta,50.0,False,False,cvar,3,-0.0279638239492972,0.0005116895639952,-0.0851193887492021,-0.1077817529439926,0.8605919003115264,1.0,0.0369079535206159,0.0064641744548286,0.0063862928348909,7.788161993769471e-05,0.057632398753894,265.0,0.1042015747614904,0.0007042253521126,0.0046948356807511,,True,True,True,0.000499615445733,0.0003375771145025,0.0003278702497482,0.00012558636566,0.0056991502642631,0.0014593849579493,0.0019323527812957,0.0015495245655377,-0.2001557632398753,-0.0194704049844236,-0.0233644859813083,0.1285046728971963,XLK,ProtoHedge (Shortfall frontier),/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/XLK_full_paper_grid_800_step_robust
best_screened_proto_mean,proto_source=spot_delta_k=10_weighted=1_learnw=0,proto,spot_delta,10.0,True,False,cvar,3,-0.0182235669344663,0.0009083230478624,-0.0566057497635483,-0.0831306849916776,0.9006259780907668,0.9959464271863302,0.0267680417746305,0.0058685446009389,0.0058685446009389,0.0,0.1291079812206572,24.333333333333332,0.0758350412033896,9.827044025157232e-05,0.0031446540880503,,True,True,True,0.0002216082066297,0.0002251428862412,0.0002165138721466,0.0001935965071121,0.0048122505346934,0.0020328611135482,0.0020757615566253,0.0034815495212872,-0.3294209702660406,-0.1040688575899843,-0.107981220657277,0.0993740219092331,XLV,ProtoHedge (Mean frontier),/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/XLV_full_paper_grid_800_step_robust
best_screened_proto_cvar05,proto_source=spot_delta_k=10_weighted=0_learnw=0,proto,spot_delta,10.0,False,False,cvar,3,-0.0182275492697954,0.000575589197946,-0.0574468622605005,-0.0826581393678983,0.8974960876369327,1.0,0.0306922364979982,0.0032276995305164,0.0032276995305164,0.0,0.0805946791862284,49.0,0.075761668172741,0.0001572327044025,0.0015723270440251,,True,True,True,0.0002176258713006,0.0002211605509122,0.0002125315368175,0.0001896141717831,0.0052847961584727,0.0025054067373275,0.0025483071804046,0.0039540951450665,-0.3262910798122065,-0.1009389671361501,-0.1048513302034428,0.1025039123630673,XLV,ProtoHedge (Tail frontier),/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/XLV_full_paper_grid_800_step_robust
best_screened_proto_shortfall,proto_source=vanilla_k=100_weighted=1_learnw=0,proto,vanilla,100.0,True,False,cvar,3,-0.0188032835721969,0.0011235389216602,-0.061236277843515,-0.0895935694376627,0.8333333333333334,0.4050400629639625,0.0124891694479932,0.0236306729264475,0.0,0.0236306729264475,0.3325508607198748,174.33333333333334,0.0763309398970644,0.0,0.0,,True,True,True,-0.0003581084311008,-0.0003545737514893,-0.0003632027655839,-0.0003861201306184,-0.0016506339112917,-0.0044300233324368,-0.0043871228893598,-0.0029813349246978,-0.2621283255086072,-0.0367762128325508,-0.0406885758998435,0.1666666666666666,XLV,ProtoHedge (Shortfall frontier),/Users/yaniszaim/deephedging/.deephedging_real_runs/final_paper_notebook/panel_sweeps/XLV_full_paper_grid_800_step_robust
